Wall time,Step,Value
1767789757.9529831,12435456,8.051259994506836
1767789779.723996,12451840,8.55718994140625
1767789800.830519,12468224,6.40841007232666
1767789822.8200269,12484608,7.975729942321777
1767789844.633889,12500992,7.725900173187256
1767789866.053683,12517376,8.242380142211914
1767789888.2421162,12533760,7.976399898529053
1767789910.953611,12550144,8.391059875488281
1767789933.020415,12566528,8.265979766845703
1767789954.8286898,12582912,7.994050025939941
1767789977.189207,12599296,7.944900035858154
1767789999.037184,12615680,8.794679641723633
1767790021.086417,12632064,8.160770416259766
1767790043.315572,12648448,8.803099632263184
1767790065.1871328,12664832,8.533120155334473
1767790087.6993542,12681216,8.81941032409668
1767790109.5153651,12697600,7.7777099609375
1767790131.69869,12713984,8.444009780883789
1767790154.633548,12730368,8.548839569091797
1767790177.26484,12746752,8.397330284118652
1767790199.177521,12763136,8.977129936218262
1767790221.43943,12779520,9.087369918823242
1767790243.523564,12795904,8.692079544067383
1767790265.895299,12812288,8.926509857177734
1767790287.579856,12828672,8.443490028381348
1767790309.0847418,12845056,9.246780395507812
1767790331.1813262,12861440,9.125709533691406
1767790352.67432,12877824,8.106940269470215
1767790374.416963,12894208,8.715470314025879
1767790396.408586,12910592,8.86279010772705
1767790418.383853,12926976,8.263629913330078
1767790440.276649,12943360,8.57621955871582
1767790462.155225,12959744,9.301770210266113
1767790483.363457,12976128,8.663990020751953
1767790504.599062,12992512,7.117099761962891
1767790526.217004,13008896,6.736120223999023
1767790547.7819788,13025280,8.550129890441895
1767790569.335247,13041664,7.784249782562256
1767790591.6540082,13058048,8.931690216064453
1767790613.541811,13074432,7.268519878387451
1767790635.80442,13090816,7.885980129241943
1767790657.0058932,13107200,9.04403018951416
1767790678.580127,13123584,8.935500144958496
1767790701.073946,13139968,9.096799850463867
1767790722.854678,13156352,9.579569816589355
1767790745.3412192,13172736,8.713179588317871
1767790767.145943,13189120,8.924850463867188
1767790788.875944,13205504,9.400460243225098
1767790810.995543,13221888,9.134209632873535
1767790832.1718452,13238272,9.178629875183105
1767790853.60522,13254656,9.92883014678955
1767790875.665899,13271040,8.705240249633789
1767790897.504558,13287424,8.704099655151367
1767790919.082846,13303808,9.100850105285645
1767790940.9317582,13320192,9.459859848022461
1767790962.535595,13336576,8.737990379333496
1767790984.552437,13352960,9.746979713439941
1767791005.635071,13369344,10.050080299377441
1767791027.264713,13385728,9.01928997039795
1767791049.1543958,13402112,9.037670135498047
1767791070.118631,13418496,9.105979919433594
1767791091.716938,13434880,9.301010131835938
1767791114.069818,13451264,8.903050422668457
1767791136.120476,13467648,9.142169952392578
1767791157.497576,13484032,8.927000045776367
1767791179.4682372,13500416,8.714179992675781
1767791201.856552,13516800,9.717679977416992
1767791224.288279,13533184,8.743980407714844
1767791246.236653,13549568,9.645469665527344
1767791268.073303,13565952,9.191300392150879
1767791290.137915,13582336,9.206330299377441
1767791312.5437162,13598720,9.237339973449707
1767791335.384439,13615104,9.161669731140137
1767791357.293272,13631488,8.9127197265625
1767791379.487923,13647872,8.700240135192871
1767791402.258975,13664256,9.411620140075684
1767791424.1903732,13680640,9.106730461120605
1767791446.119993,13697024,9.30817985534668
1767791467.823477,13713408,9.304590225219727
1767791489.9629838,13729792,8.341190338134766
1767791513.0572171,13746176,10.392800331115723
1767791536.050314,13762560,8.807140350341797
1767791558.446259,13778944,8.941289901733398
1767791580.832997,13795328,9.620070457458496
1767791603.705756,13811712,9.8403902053833
1767791625.417485,13828096,8.959980010986328
1767791648.294964,13844480,9.211959838867188
1767791669.5297952,13860864,9.435090065002441
1767791691.5015428,13877248,9.580670356750488
1767791713.7695382,13893632,9.396160125732422
1767791735.119055,13910016,9.272040367126465
1767791757.514035,13926400,9.100119590759277
1767791779.45913,13942784,9.635660171508789
1767791801.629854,13959168,8.87520980834961
1767791823.8415282,13975552,8.852560043334961
1767791846.117564,13991936,9.288749694824219
1767791868.270452,14008320,9.233280181884766
1767791890.0227,14024704,9.19064998626709
1767791912.1720252,14041088,8.581100463867188
1767791934.3724759,14057472,9.398929595947266
1767791956.5038168,14073856,8.839090347290039
1767791978.877592,14090240,9.3303804397583
1767792000.4918778,14106624,9.469619750976562
1767792022.29617,14123008,9.331279754638672
1767792043.741577,14139392,9.239500045776367
1767792064.945937,14155776,9.819219589233398
1767792086.844029,14172160,9.628060340881348
1767792109.0997481,14188544,9.257920265197754
1767792131.718656,14204928,9.42566967010498
1767792154.0820138,14221312,9.642060279846191
1767792175.9176168,14237696,9.551899909973145
1767792197.903575,14254080,8.561599731445312
1767792232.9163089,14270464,8.433440208435059
1767792261.165148,14286848,9.415730476379395
1767792288.252573,14303232,9.334670066833496
1767792314.357248,14319616,10.113800048828125
1767792343.1397052,14336000,9.633600234985352
1767792370.7259362,14352384,8.565540313720703
1767792395.972039,14368768,8.771050453186035
1767792419.336297,14385152,9.112250328063965
1767792444.024859,14401536,9.140119552612305
1767792469.906417,14417920,9.357660293579102
